id,Class title,Class description,gImage,Image,Type,Intensity,Online available,Physical available,Benefits,Demo video,Equipments,Tag,Updated,Created
SFF0054,Secrets To Effective Meal Prep,"Prepare your meals in a more effective and efficient manner while taking control of your nutrition through meal-prepping. In this talk, you'll discover the health tradeoffs you're making when ordering takeouts, how easy having a home cooked, nutritious meal after work can really be, and the various secrets to save time without losing out on taste while improving your food's shelf life.",https://drive.google.com/file/d/1u1VsogfL_gRX0fsskeA_Kns7sOnfyoEm/view?usp=sharing,/s/14-Secrets-To-Effective-Meal-Prep_x800-4xsj.jpg,Nutrition Talk,N/A,Yes,Yes,Others,,Not Required,Classic,24-May-22,23-May-22
SFF0055,Cooking Demo (1 way/2 way),"1 way:
Our nutritionist will not only guide you through preparing a healthy and delicious meal step-by-step, but also educate you on the nutritional benefits of the ingredients used. Take advantage of the opportunity to take notes, ask questions, and practice your newfound culinary skills. After the demo, you can recreate the recipe in your free time and impress your loved ones with your new expertise.

2 way:
Join us for an exciting and interactive culinary experience with our two-way cooking demo! Our nutritionist will lead you through a recipe while providing helpful tips and answering your questions. Plus, you'll have the opportunity to join in the cooking process yourself. It's perfect for team building, a unique way to learn new culinary skills, and a great opportunity to bond over delicious food.",https://drive.google.com/file/d/1vOR6c-6vpg2fB3LPftu5YIfftmzxbK5F/view?usp=sharing,/s/15-cooking-demo_x800-jlph.jpg,Nutrition Talk,N/A,Yes,Yes,Others,https://drive.google.com/file/d/13UCB6MN3qNIXKVkE55GfyTjMAV_-P4Tt/view?usp=sharing,Food of your choice,Special,24-May-22,23-May-22
SFF0056,Restart To Win: Getting back to work effectively,"The COVID-19 health pandemic has resulted in numerous disruptions to our lives and the way we work. While governments and health agencies are learning how to cope and manage effectively, companies are eager to restart to ensure survivability of their respective businesses. How can we prepare ourselves psychologically and emotionally as we grapple with the new realities amidst the nagging feelings of anxiety which can affect employee well-being and job performance? Join us to find out more about how you can prepare and equip yourself with the essential skills needed to not just survive but thrive in the new normal.",https://drive.google.com/file/d/1k8ZZ27yiHZqKg73zASL8ZoGbMAKpXMMe/view?usp=drive_link,/s/1-Restart-to-win_x800.jpg,Mental Wellbeing Talk,N/A,Yes,Yes,Others,https://drive.google.com/file/d/1keyBBHW9EZAmvUibI3DD0A6NNp9pdCTo/view?usp=sharing,Not Required,Classic,24-May-22,23-May-22
SFF0057,Resilience: Managing Change with Optimism,"We live in a fast-paced and demanding society. Surmounting pressures from work demands can leave many people in Singapore with stress-related problems. Mental health is now a great concern, especially with about 1 in 10 adults suffering from mental illnesses in Singapore.
While it is impossible not to experience stress, early intervention and better-coping skills can significantly reduce stress and mental health issues.",https://drive.google.com/file/d/1uOx4dA4vnNKZthFGR_7QAXaagAqBeid0/view?usp=sharing,/s/2-Managing-Change-with-Optimism_x800.jpg,Mental Wellbeing Talk,N/A,Yes,Yes,Others,https://drive.google.com/file/d/17nQzs0qZ5DDbM_8yQuCPOEbsUrKOTrHX/view?usp=sharing,Not Required,Classic,24-May-22,23-May-22
SFF0060,"Master Your Emotions: Building Awareness, Resilience, and Realisation","Have you ever wondered how your emotions shape your reality? Human emotions are complex, layered responses that shape our reactions and interactions. Emotions themselves aren't inherently good or bad; it's our ability to understand and manage them that determines their impact. Unchecked emotions can disrupt personal relationships, hinder work performance, and diminish overall well-being. This talk empowers participants to navigate emotions with clarity and resilience. Through engaging discussions, real-life scenarios, and tools like the ""Feelings Wheel,"" participants will learn to recognize, regulate, and transform emotions into opportunities for growth, fostering resilience and self-understanding in both personal and professional life.",https://drive.google.com/file/d/1khVeEfukfcSbmYtx7S6ia1EIYcdvDQrc/view?usp=sharing,/s/5-Master-Your-Emotions.jpg,Mental Wellbeing Talk,N/A,Yes,Yes,Others,https://drive.google.com/file/d/1OEC7dzmeNaWu55kEHBQl6x-DLXOr2Q2C/view?usp=sharing,Not Required,Classic,14-Apr-23,23-May-22
SFF0061,Cultivating A Healthy Mind,"Stress can come from many areas, but the hardest one to battle is our own inner critic. Our personal expectations, judgments, and fears often impair us from overcoming challenges. A healthy mind enables us to overcome life's distresses, grow in resilience and maintain mental and emotional stability. By cultivating a healthy mind, we grow in self-awareness and understanding, and can build healthy relationships with others. Come and learn how your mind works and practice strategies to change thoughts to influence your feelings and behaviours positively.",https://drive.google.com/file/d/1B82tnGH6KLloXS6MvJCoIgWuclYwzQoB/view?usp=sharing,/s/6-Cultivating-A-Healthy-Mind_x800.jpg,Mental Wellbeing Talk,N/A,Yes,Yes,Others,https://drive.google.com/file/d/1zy_OwRKRKn8xet7IChBpsmvAXvbfw1p3/view?usp=sharing,Not Required,Classic,24-May-22,23-May-22
SFF0062,Converting Stress to Success,"Stress is often viewed negatively because of the dire effects it has on our health. It is reported that stress is the basic cause of 60% of human ailments and disease. Despite this shocking figure, it is important to realize that stress is inevitable and an essential part of life. There are even good stressors which prepare our body for further actions such as fight or flight. Instead of trying to avoid stress completely, this talk aims to impart tips on how to convert stress to successes. Join us in this talk to learn more stress management techniques to help yourself and others.",https://drive.google.com/file/d/11vm9Zw90Z7ifye7E6Jry2aZq21ce8E3l/view?usp=sharing,/s/7-Converting-Stress-to-Success_x800.jpg,Mental Wellbeing Talk,N/A,Yes,Yes,Others,https://drive.google.com/file/d/1d3oViapsGnBUeYnsQiuAAQg8JMOTQgu-/view?usp=sharing,Not Required,Classic,24-May-22,23-May-22
SFF0063,Finding Happiness from Within,"People from around the world revealed that they consider happiness and life satisfaction to be extremely important, even more important than money. They are certainly not alone as these views are shared with a growing number of people looking for happiness in life and at work. Yet, most working adults in Singapore report not having positive experiences at work. Since most working adults spend a significant amount of time working, experience at work can and will influence the quality of life and well-being of the individual. What exactly is happiness, and can it be increased at work and in life? ",https://drive.google.com/file/d/1ZuUzsfKvxm6GLgz3ccduLdTa7fOwanbd/view?usp=sharing,/s/8-Finding-Happiness-from-Within_x800.jpg,Mental Wellbeing Talk,N/A,Yes,Yes,Others,,Not Required,Classic,24-May-22,23-May-22
SFF0069,Managing Conflicts Effectively ,"Most people spend at least one-third of their lives in the workplace. Amidst the hustle and bustle of workflow, productivity and conquering deadlines, conflicts are bound to take place in varying frequencies and degrees. 

Conflict occurs when needs and expectations are misaligned, perspectives and values differ, or when communication breaks down. The fact that conflict exists, however, is not necessarily a bad thing; as long as it is resolved effectively, it can lead to personal and professional growth for all parties. Come learn simple techniques on how to manage your work-relationships better and resolve conflicts effectively. ",https://drive.google.com/file/d/10pTzZ_yJq8Bvt-R5ufgElI0GtVGT1kRb/view?usp=sharing,/s/14-Managing-Conflicts-Effectively_x800.jpg,Mental Wellbeing Talk,N/A,Yes,Yes,Others,,Not Required,Classic,14-Apr-23,23-May-22
SFF0072,Cultivating Powerful Mindset for Achieving Goals,"Some people call it perseverance, others call it grit. Whatever label you give, a strong mindset is a trait shared by high performing individuals, whether they are entrepreneurs, leaders, sports people or Olympians. Learning how to cultivate a strong mindset is a fundamental skill to develop resiliency against setbacks, and advance towards your goals.",https://drive.google.com/file/d/1qjaOJsMGZswZXD2cndU5JFRgba_03YmG/view?usp=sharing,/s/17-Cultivating-Powerful-Mindset-for-Achieving-Goals_x800.jpg,Mental Wellbeing Talk,N/A,Yes,Yes,Others,,Not Required,Classic,24-May-22,23-May-22
SFF0075,"Sleep Right, Live Bright","Sleep is an intrinsic and extremely essential part of life; a fact that is often disregarded and devalued. Many individuals, especially those living in urban environments, make an ill-advised compromise on sleep, leaving them tired, sleepy, or unable to enjoy a restful night in the long term. This talk focuses on understanding the science of sleep, sleep problems and their respective causes and subsequent implications on health and daily life. Participants will be able to better understand the importance of
sleep, as well as learn how to implement healthy sleeping habits through various tips and the cultivation of healthy sleeping habits.",https://drive.google.com/file/d/1EmJvhNKMN5ooZf9suX92p4mKLygR4BfZ/view?usp=sharing,/s/20-Sleep-Right-Live-Bright_x800.jpg,Mental Wellbeing Talk,N/A,Yes,Yes,Others,,Not Required,Classic,24-May-22,23-May-22
SFF0076,Conquer Uncertainty: Effective Strategies to Tackle Anxiety,"In our day-to-day lives, we often encounter unfamiliar and uncertain situations, and it is inevitable that we may react with anxiety to some of them. However, it is important to differentiate ordinary anxiety from anxiety disorders. During the COVID-19 outbreak, we have observed social phenomena such as hoarding, distancing, and even discrimination against each other. This workshop focuses on how people respond to stressful changes as well as effective strategies we can use to overcome anxiety and manage change in our lives.",https://drive.google.com/file/d/1kViSKiMeDUJiu83AJEEwaTDPnjhVWrjl/view?usp=sharing,/s/21-Managing-Anxieties_x800-yg4p.jpg,Mental Wellbeing Talk,N/A,Yes,Yes,Others,https://drive.google.com/file/d/1pSrBnsxeg4TuTUeFQrH4EVN4df7JWJNO/view?usp=sharing,Not Required,Classic,14-Apr-23,23-May-22
SFF0078,Ergonomic Workshop - Basic,"Most of the repetitive stress injuries suffered by office workers are a result of poor posture and poor setup of the work environment.
Common examples include neck pain, shoulder pain, back pain, tennis elbow, trigger finger, etc. Treatment of these injuries may be very
costly, especially if the root cause is not identified and rectified.",https://drive.google.com/file/d/1d8cXoxGIYawDA8zZD77RUkZBsjHE_mz9/view?usp=sharing,/s/Ergonomic-Workshop-Basic.jpg,Others,N/A,Yes,Yes,Others,,Not Required,,7-Jun-22,23-May-22
SFF0079,Ergonomics Workshop: Targeting Common Pains: Lower Back & Knees,"Most people feel back & knee pain is part and parcel of aging, with some even feeling the effects of an ""aging spine"" as young as 25, is that
a norm? When does it become a source of concern? These pains can even interfere with our daily lives and activities for e.g. spending time
with family outdoors, playing sports, or even as simple as walking. A pain-free lifestyle is the way to achieve sustainable fitness!",https://drive.google.com/file/d/1noncLI2a-IJKLRHeP5iT8Rm51CKTU-Mc/view?usp=sharing,/s/Targeting-Common-Pains.jpg,Others,N/A,Yes,Yes,Others,,Not Required,,7-Jun-22,23-May-22
SFF0080,Peaceful Mind: Mental Relaxation,"Do ideas and thoughts seem to flood your mind sometimes? Are you feeling stressed at work? While we cannot avoid stress, there are strategies to help us cope better. Relaxation is a key to maintaining physical, mental, and emotional wellness. This talk explores mental relaxation techniques that can help put your mind and body at rest. 

Come learn about the sources of stress and techniques such as deep breathing, visualization, and mindfulness that can strengthen your coping skills. You will be rejuvenated after coming for this talk. ",https://drive.google.com/file/d/13L8vxogGTXRR0D0K6DPYOp_yapObYTu1/view?usp=drive_link,/s/Peaceful-Mind-Mental-Relaxation.jpg,Mental Wellbeing Talk,N/A,Yes,Yes,Others,,Not Required,,7-Jun-22,23-May-22
SFF0066,Art Therapy Workshop,"Did you know that different colors have different meanings? Join in the therapeutic session with guided drawing and coloring, and expressing yourself using different colors. The purpose of Art Therapy is to help people to express thoughts, feelings, and emotions in a gentle way that may be difficult to share with words.   

Art is about trusting the process and no prior artistic background or skill is required. Take away the worries of ""I can't do art"" and let's release some stress together in the Art Therapy Workshop! ",https://drive.google.com/file/d/17fSIACzf_YEep61frAZ-d-LCXPKwMmVI/view?usp=sharing,/s/11-ART-Therapy_x800.jpg,Mental Wellbeing Talk,N/A,Yes,No,Others,https://drive.google.com/file/d/17iwn328qBfIQTS4UmE_u-n758ttODsew/view?usp=sharing,Basic color pens,Special,24-May-22,23-May-22
SFF0067,Soap Making Workshop,"Imagine the experience of using handmade soap of your favourite scent, made using only natural raw ingredients of your choice and liking. In this workshop, you will get to learn how to make soap using the melt and pour method mixed with essential oils. The handmade soap does not contain any synthetic additives or any chemicals generally found in commercial soaps that could easily aggravate skin, causing major discomfort. Get ready to feel refreshed, moisturised and supple even after multiple washes.",https://drive.google.com/file/d/1eb_AZ7-x3EmRiABTppkUScOnqm6m5VHj/view?usp=sharing,/s/12-Soap-making_x800.jpg,Mental Wellbeing Talk,N/A,Yes,Yes,Others,,Special,Special,24-May-22,23-May-22
SFF0074,Reset Your "Engine" the TCM Way,"As we age, our organs are no longer functioning at its peak. Reset your body and maintain in great form with 5 acupoints to restart your ?engine'. Stay in great form by doing the right things at the right time according to the meridian clock and having the right colours and tastes in your diet according to TCM 5 elements.",https://drive.google.com/file/d/1gwUl79aaBUteSFnCuGBpAG98GQTmnKYr/view?usp=sharing,/s/19-Meridian-Therapy_-Human-Reset_x800.jpg,Mental Wellbeing Talk,N/A,Yes,Yes,Others,,Not Required,Classic,24-May-22,23-May-22
SFF0065,Experience Positive Emotions (Laughter Yoga),"Happiness is associated with numerous outcomes including having better relationships, a successful career, and a healthier life. Barbara Fredickson, a psychologist, supports that positive emotions have
long-lasting effects on a person's growth and development. Positive emotions and laughter can protect us against negative emotions, enhance resilience, and improve overall well-being. ",https://drive.google.com/file/d/1jbpTPNqELyxYhIS7CVnCj-T6tcRkH7cD/view?usp=sharing,/s/10-laughter-therapy_x800.jpg,Mental Wellbeing Talk,N/A,Yes,Yes,Others,https://drive.google.com/file/d/1fN6Tn2Dv4VeUBIdrCo2cLlGFVQvD8n0_/view?usp=sharing,Not Required,Special,24-May-22,23-May-22
SFF0032,Breathing Meditation,"Relief stress and calm the nervous system through deep breathing techniques - let go of tensions on the physical, mental and emotional level",https://drive.google.com/file/d/11FAVBt-5I_BSO7cZOUh6oXUB84Srsjyo/view?usp=sharing,/s/Breathing-Meditation_x800.jpg,Group Exercise Classes,Low,Yes,Yes,Mindfulness,https://youtu.be/fzevJRpLMrQ,Not Required,Classic,31-May-22,8-Apr-22
SFF0033,Drum Meditation,"Keep the chaos away! Bring the mind to a place of stillness and ""Drop in"" to the calming beats of the drum to improve focus and concentration.
",https://drive.google.com/file/d/16qKeXoUDuV55AkToKu0hxqYJHBjOsV3n/view?usp=sharing,/s/drum-meditation_x800.jpg,Group Exercise Classes,Low,Yes,Yes,Mindfulness,https://youtu.be/dHaV17G2lEE,Not Required,Classic,31-May-22,8-Apr-22
SFF0034,Sound Meditation,"Immerse in beautiful sounds and vibrations that are healing for your body and mind. The sounds and vibrations affect the body at a cellular level since every organ and every cell in the body vibrates at a particular frequency. Deemed as the medicine of the future, the waves of sound in this class will trigger a relaxation response, leaving you feeling rested and relaxed.
",https://drive.google.com/file/d/1dQSOAk_vtalIne3W1GrAM6h1MRyhbMN2/view?usp=sharing,/s/Sound-meditation_x800.jpg,Group Exercise Classes,Low,Yes,Yes,Mindfulness,https://youtu.be/oCPoG3EGwVw,Not Required,Classic,31-May-22,8-Apr-22
SFF0035,Mindfulness Meditation,"In this session, we will look at how the practice of mindfulness can help bring calm and stability to our daily lives. We will be covering 3 positions - mindful eating, mindful walking, and mindful sitting. One should feel a sense of calmness and relaxedness after the session.
",https://drive.google.com/file/d/1RE7NqyAT2YmxEd0bXLW_k5reNjO7Cyhb/view?usp=sharing,/s/Mindfullness-Meditation_x800.jpg,Group Exercise Classes,Low,Yes,Yes,Mindfulness,"https://drive.google.com/file/d/1vBCj-__6e7uUV0sD2bw_-dXTduTOZg5b/view?usp=sharing

(then here is another option) https://youtu.be/DFEnruF-dts",Not Required,Classic,31-May-22,8-Apr-22
SFF0036,Loving-Kindness Meditation,"Most of our ill feelings arise because of closing ourselves off from others. The practice of loving-kindness helps to release tense and negative emotions, inviting positive heartwarming emotions for ourselves and the people around us. With a more open heart, we can navigate the world with more ease and less friction. Loving-kindness meditation can be an antidote if we constantly feel in conflict with others.",https://drive.google.com/file/d/1MQjzin7AeGk_pynQXu-S9_uFGqZFSase/view?usp=sharing,/s/loving-kindness-meditation_x800.jpg,Group Exercise Classes,Low,Yes,Yes,Mindfulness,https://youtu.be/e-TeW9CI0bc,Not Required,Classic,31-May-22,8-Apr-22
SFF0037,Stress Management Meditation,"Being able to cope with stress is an important skill in the world today. In a stress management meditation session, one learns how to be comfortable with unpleasant feelings that arise daily. 2 positions will be explored in this session, namely standing and sitting. Regular practice of stress management meditation helps to build mental resilience.",https://drive.google.com/file/d/1LRh7pCbvp2Jm6xiU1XgKotRxvQ7XMJmR/view?usp=sharing,/s/Stress-management-meditation_x800.jpg,Group Exercise Classes,Low,Yes,Yes,Mindfulness,https://youtu.be/z6X5oEIg6Ak,Not Required,Classic,31-May-22,8-Apr-22
SFF0038,QiGong Meditation,Qi Gong meditation is a more dynamic form of meditation wherein participants are mostly standing and moving. Qi Gong meditation helps to release tension buildup in the body and at the same time provides mental relief. Regular practice of Qi Gong meditation helps to build a strong body to handle the daily rigors of life.,https://drive.google.com/file/d/1mIzHChjL9C5Rxr2zGil5WFtfReY0rXut/view?usp=sharing,/s/QiGong-Meditation_x800.jpg,Group Exercise Classes,Low,Yes,Yes,Mindfulness,https://drive.google.com/file/d/1W2Jg5EumniYNDowg3-fRspxBuN2SsyPS/view?usp=sharing,Not Required,Recommended,31-May-22,8-Apr-22
SFF0087,United We Thrive: Building a Productive Workplace Through Equality and Respect,"Gender discrepancy and inequality have been a foregoing issue in the workplace that remained tolerated and often undiscussed. This has oppressed a number of employees, affecting their families and even their performance at work.

In this program, common gender discrepancies and inequality will be discussed. A thorough exploration will be done by engaging the employees in order to identify the current gender-based issues they have encountered in the workplace.

This will help employees develop gender sensitivity which will lighten the work atmosphere and increase productivity. ",https://drive.google.com/file/d/1_BpL-fdp7SfQyH9VSNUkGAnK_toWd-aW/view?usp=share_link,/s/23-United-We-Thrive_-Building-a-Productive-Workplace-Through-Equality-and-Respectx800.jpg,Mental Wellbeing Talk,N/A,Yes,Yes,Others,,Not Required,New,,14-Apr-23
SFF0088,Mental Health Matters: Fostering Awareness and Understanding,"Mental health issues have been surfacing more frequently nowadays. It is raising plenty of personal and societal problems which affect individuals and institutions respectively. There are known tips and tactics on how to handle stress, burnout, and other mental wellbeing-related challenges but do we really understand our personal mental health?

In this program, individual mental health will be explored including triggers, who are more vulnerable to such challenges, and how to deal with mental wellbeing issues that are commonly encountered may it be at school, in the workplace, or even personal relationships.",https://drive.google.com/file/d/1q7Wg6wi6p1Y34qsqCFOXXrgHBSXHhZH4/view?usp=share_link,/s/24-Mental-Health-Matters_-Fostering-Awareness-and-Understandingx800.jpg,Mental Wellbeing Talk,N/A,Yes,Yes,Others,,Not Required,New,,14-Apr-23
SFF0089,Empowering Women in the Corporate Setting,"A crucial aspect of our lives that often goes overlooked in the corporate world: mental wellbeing. As successful women navigate the challenges of the corporate setting on top of their personal roles as mothers and women who nurture, it is important to prioritize mental health and empower women to achieve a harmonious work-life balance. ",https://drive.google.com/file/d/13hLGq-yXn5IELKUncFt9QR8oyijbRdAR/view?usp=drive_link,/s/26-Empowering-Women-in-the-Corporate-Settingx800.jpg,Mental Wellbeing Talk,,,,,,,New,,
SFF0090,The Power of Five Appreciation Languages at Work,"We spend a significant portion of our time at work, which means our workplace environment plays a crucial role in our overall mental health and happiness. One fascinating concept that can greatly impact our wellbeing is the Five Love Languages, popularized by Dr. Gary Chapman. This topic will explore  how understanding and incorporating these love languages at work can create a more supportive and fulfilling work environment for all.",https://drive.google.com/file/d/1kUbDo8bw1nW0tpnxsWp85Qy3NdxAXcrl/view?usp=drive_link,/s/26-The-Power-of-Five-Appreciation-Languages-at-Workx800.jpg,Mental Wellbeing Talk,,,,,,,New,,
SFF0091,Art of Self-Care: Nurturing Your Overall Wellbeing,"In our busy lives, it's easy to neglect our own needs as we put work, relationships, and obligations on top of us.

When self-neglect becomes chronic, it can impair an individual's ability to focus, concentrate, and perform at their best. Neglecting self-care can lead to decreased productivity, difficulty making decisions, and a decline in overall work or academic performance.",https://drive.google.com/file/d/1FSuN90COwiRAKS2-hnHbJy2zxKSsIIgw/view?usp=drive_link,/s/27-Art-of-Self-Care_-Nurturing-Your-Overall-Wellbeingx800.png,Mental Wellbeing Talk,,,,,,,New,,
SFF0092,Yoga Stretch,"Yoga Stretch helps to release tension by executing stretches that help to lengthen the muscles while improving flexibility and breathing to boost physical and mental well-being. 

*Yoga mat is recommended for comfort, if not it can be substituted with a mat-sized towel.",https://drive.google.com/file/d/12VM2x8itq8kDlmxolvKTaKejSoVKDKI7/view?usp=drive_link,/s/yoga-stretchx800.jpg,Group Exercise Classes,Low,,,,,,New,,
SFF0093,Office Pilates,"Office Pilates will guide the class through mobilizing the spine, improving stability through balance and core and most importantly, increasing awareness in daily posture. The best part is, you can do this in the office in your office wear!",https://drive.google.com/file/d/1sYSbtini5vYXus4KQ_X8YT7AsxKj1aQE/view?usp=drive_link,/s/office-pilatesx800.jpg,Group Exercise Classes,Low,,,,,,New,,
SFF0096,Indoor Spinning,"Indoor Spinning, or Rhythmic Cycling, offer a high-intensity workout on stationary bikes in a specially designed studio. Each 45-minute session includes a warm-up and cool-down, with workouts set to upbeat music to keep you motivated. Suitable for all fitness levels, participants can adjust the bike settings to match their comfort.",https://drive.google.com/file/d/1WZMeXH__jsceLZz_5UBxcb7TqBfZ1CI8/view?usp=drive_link,/s/Indoor-Spinning.jpg,Group Exercise Classes,,,,,,,,,
SFF0097,Vegetarian Diet: Mastering Plant-Based Life,"Are you a vegetarian or vegan looking to maximize the benefits of your diet? Join us for an insightful talk where a leading nutritionist will delve into the many advantages of a vegetarian lifestyle, uncover the reasons people choose this path, and provide practical strategies to thrive on a vegetarian diet while avoiding common pitfalls. This talk is designed to be a valuable resource for current vegetarians and vegans, offering expert advice on achieving a balanced and nutritionally complete diet.",https://drive.google.com/file/d/1MgOGqCn5Xs6vYMkqSijRVYGpkH5lOTSN/view?usp=drive_link,/s/Vegetarian-Diet-Mastering-Plant-Based-Life.jpg,Nutrition Talk,,,,,,,,,
SFF0098,Vertical Farming: Maximising Nutrition in Salad Crops,"This is a captivating talk that explores the dynamic world of vertical farming, specifically tailored to suit the unique tropical climate of Singapore. The presentation unravels the possibilities for year-round, sustainable harvests while being environmentally conscious. Audiences will gain insights into the potential of vertical farming to revolutionize salad crop cultivation in Singapore, small-scale or large-scale.",https://drive.google.com/file/d/19b_Odfj-s0HxanrbB64SrPZEHm-J5RDy/view?usp=drive_link,/s/Vertical-Farming-Maximising-Nutrition-in-Salad-Crops.jpg,Nutrition Talk,,,,,,,,,
SFF0099,Sodium Matters: Navigating the Salt Seas,"Discover the silent health crisis lurking in our modern day diets?excessive sodium intake. Join us for a dynamic session that unravels the impact of high sodium consumption on health, delves into local food culture's role, and explores World Health Organisation (WHO) initiatives and food labeling efforts. Gain practical insights into reducing sodium intake through workplace wellness initiatives, individual strategies, and community engagement. Through interactive Q&A sessions and quizzes, this talk aims to ignite corporate participation in creating a healthier community.",https://drive.google.com/file/d/10o85krLxYkfaqAl3M9Fqx95EzNlS128B/view?usp=drive_link,/s/Sodium-Matters-Navigating-the-Salt-Seas.jpg,Nutrition Talk,,,,,,,,,
SFF0100,Healthy Eating on a Budget,"Join our expert nutritionist for an eye-opening one-hour session packed with practical tips on maintaining a healthy diet without breaking the bank. Discover savvy strategies to make nutritious food choices, decode tricky nutritional labels with ease, and unlock the money-saving benefits of meal prepping. This interactive talk is designed to empower busy professionals with the knowledge and skills to enjoy balanced meals affordably, whether dining out or preparing meals at home.",https://drive.google.com/file/d/1djYRJIX985NyYot86o7R5DjYnFDw9J-f/view?usp=drive_link,/s/Healthy-Eating-on-a-Budget.jpg,Nutrition Talk,,,,,,,,,
SFF0101,Essential Oil Workshop,"What are your first thoughts when someone mentions essential oils? Do you know that essential oils can do a lot more than just creating a nice smelling ambience or be part of a good relaxing massage? Other than that it helps us to heal physically and emotionally. 

In our workshop you learn  

1) what are essential oils 

2) how to choose quality essential oils 

3) what are the uses of various essential oils 

Bonus: experience shoulder muscle relaxation with essential oils, and make and  take home a blend with you. ",https://drive.google.com/file/d/12nZzgEDflHgA--eqDWy5z419WUujjjFo/view?usp=drive_link,/s/Essential-Oil-Workshop.jpg,Others,,,,,,,,,
SFF0102,Facial Guasha,"With history dating back to the Ming dynasty, Gua Sha has been used as a treatment in traditional Chinese medicine (TCM) up till today. When used in conjunction with high quality essential oils, the benefits are amplified. 

This workshop shows you how to do facial gua sha for yourself in a few simple steps. 

Outline: 

1) Benefits of Gua Sha 

2) Introduction to essential oils 

3) How do we choose quality essential oils? 

4) DIY / Demo of Facial Gua Sha with oils",https://drive.google.com/file/d/1VAD9g4L7PBrxDOX4ur5THm5Hh_X0TDIs/view?usp=drive_link,/s/Facial-Guasha.jpg,Others,,,,,,,,,
SFF0103,Pressed Flowers Workshop,"Have you ever wondered about the hidden meanings behind the flowers you see every day? Join us in this therapeutic workshop where you'll delve into the enchanting world of pressed flowers and botanicals, learning about their unique meanings and symbolism. Guided step-by-step, you'll create a personalized layout that embodies your company's tagline, core values, or inspirational phrases. This hands-on experience not only nurtures your creativity but also connects you with the deeper significance of each flower, making your final creation a reflection of your brand's identity.",https://drive.google.com/file/d/1tZSG6dtlKhe_oJXfaz5PqyVVTpHaXnDA/view?usp=drive_link,/s/pressed-flowers-workshop.jpg,Others,,,,,,,,,
SFF0104,Paper Quilling Workshop,"Paper Quilling Workshop offers a peaceful and creative escape, where participants can embrace artistic expression through the therapeutic process of quilling. With no prior skills required, attendees will craft unique, decorative masterpieces using strips of paper that are rolled, shaped, and glued into intricate designs. By the end of the workshop, participants will have created their own framed art piece, making for a perfect keepsake to display at home or in the office.",https://drive.google.com/file/d/1wQ6aZM9OQOqM9QkGJt7LVbB4PWW2uIYB/view?usp=drive_link,/s/Paper-Quilling-Workshop.JPG,Others,,,,,,,,,
SFF0105,Coffee Grounds Scrub,"Unleash the potential of used coffee grounds! Singaporeans consumed 6 million kg of coffee in 2020, generating significant waste. Instead of discarding used coffee grounds, learn how to upcycle them into a rejuvenating body scrub. In this hands-on workshop, you'll discover creative ways to repurpose coffee grounds for skincare, and each participant will take home 1?2 customized, eco-friendly coffee ground body scrubs.",https://drive.google.com/file/d/1JjcIwfvy4l1n7FjVI8FG_nGoJjnz7_5j/view?usp=drive_link,/s/Coffee-Grounds-Scrub.jpg,Others,,,,,,,,,
SFF0106,Fabric Coaster,"Turn old, unwanted clothes into stylish, sustainable fabric coasters! The fashion industry is one of the biggest polluters, contributing vast amounts of textile waste globally. In this workshop, we explore how you can extend the life of your clothing by transforming it into something new, reducing your contribution to Singapore's only landfill. By the end, you'll have a beautiful, handmade fabric coaster that reflects your commitment to upcycling and reducing waste.",https://drive.google.com/file/d/1Au-jpJrhLAN_ZFKc-GWiDIpTRimjEw5Q/view?usp=drive_link,/s/Fabric-Coaster.png,Others,,,,,,,,,
SFF0107,DIY Foam Handwash,"Create your own eco-friendly foam hand wash, free from toxic chemicals! Learn about the environmental issues posed by conventional cleaners and single-use plastics, and craft a custom hand wash with your favorite scents. Bring your own foam pump bottles to refill and prevent them from ending up in landfills. Participants will make their own soap and take home a sachet of foam hand wash.",https://drive.google.com/file/d/1tdnHnVHqah_RPzmyIxJbiQj8rF43LF3p/view?usp=drive_link,/s/DIY-Foam-Handwash.jpg,Others,,,,,,,,,
SFF0108,T-Shirt Tote Bag,"Give your old T-shirts a new lease on life by transforming them into reusable tote bags! Instead of letting unworn clothes pile up at home or disposing of them, learn how to create a practical, sustainable bag that's uniquely yours. This workshop empowers you to reduce textile waste while making an eco-friendly alternative to disposable bags.",https://drive.google.com/file/d/1O0t15ULR0FYDcGqEFFTzVxaOBZpkypDe/view?usp=drive_link,/s/T-Shirt-Tote-Bag.png,Others,,,,,,,,,
SFF0109,Upcycled Coin Pouch,"Transform empty milk or juice cartons into a fun, practical coin pouch! Don't toss those cartons?upcycle them into something unique. In this creative workshop, you'll learn about the environmental impact of disposable cartons while making 1?2 personalized coin pouches to take home, giving waste a second life and reducing your environmental footprint.",https://drive.google.com/file/d/15eMFLO1oKLpZCeWDWz76lcLnZbqbcKCf/view?usp=drive_link,/s/Upcycled-Coin-Pouch.png,Others,,,,,,,,,
